,x,y
0,-0.20254585790258495,0.3769032900218918
1,-0.7668113960066807,-0.1829227364871624
2,-0.8325722193719711,-0.11183058643619082
3,-0.8554043086866732,0.22711707595229402
4,-0.9554155380491032,-0.5673488584397253
5,-0.22785254487373807,0.7050410029671881
6,0.15630883642665871,0.654451376816813
7,0.2854670764225107,-0.1903673952300411
8,0.5955086032911079,0.41721602246241574
9,-0.9577353944409013,-0.7969394242474233
10,0.8552503995794343,-0.24664950831203347
11,-0.8588351721884,-0.9342411175463461
12,0.26338917609418755,-0.06942838965035669
13,-0.8944050291359451,-0.32798461542073065
14,0.7279708327870855,-0.4934191955933085
15,-0.4950550774857836,-0.2106193830664922
16,-0.9464782647059189,-0.474556128096286
17,-0.4098842728013552,0.6260079472554172
18,-0.9306892862716059,-0.17375758062628588
19,-0.17963646551892554,0.06160764923040163
20,-0.6783004451293377,-0.40002934677160296
21,0.9218715481891955,0.4599736770717182
22,-0.8608044405362885,0.6338641396109679
23,-0.7230228286307803,-0.10893679822018454
24,-0.014587962422199618,-0.3688015311686217
25,0.18654043587860847,-0.9478134084788601
26,-0.45914357789253324,0.6316834258621826
27,0.11632610654122533,-0.33267404293834923
28,0.3472713832154699,0.1000315561723577
29,0.0868756373673436,0.11863921853758685
30,0.20455347396630286,0.40090335553786827
31,-0.6411932171282153,-0.5095624113106616
32,-0.34908308331901483,0.8985844237448657
33,0.6308830634971838,0.00480219414566041
34,-0.38857209355778255,-0.8670967765251023
35,0.15848238943465076,0.16087912274393767
36,0.40101305599473025,0.16533467786069833
37,0.26811850233689927,-0.013690337476169656
38,-0.2990661212863035,0.2786794934833188
39,0.7206200708900203,0.0609373248688343
40,-0.7009364928483435,0.15481971497111613
41,-0.16482203110786364,0.3143705269684769
42,-0.6385755419544692,-0.6808126658235203
43,0.7871358881799313,-0.2425359413661483
44,-0.6165299649134999,0.014029232134514125
45,-0.8207062647330439,-0.26884562234204545
46,-0.403193892420592,-0.6369748340847936
47,-0.8182304320137266,-0.26021491325653145
48,0.9387757577895215,-0.6806355269322109
49,-0.930954477848402,0.6876065335756196
50,-0.43537492231064534,-0.7411205733413031
51,-0.3240854742487904,-0.8090164905272628
52,0.025378963452719283,0.2635477749182251
53,0.07948917325070681,0.6319890243168778
54,-0.5325340872609075,0.8863074519179963
55,-0.742469319265137,-0.2091648086340787
56,0.5886024043796738,0.5556554019646989
57,-0.03994005612094864,0.8714544444816934
58,-0.013005294522006494,-0.40756414466646795
59,0.8790307186117214,0.6597135534801228
60,-0.17421219710815938,0.2053189418934278
61,-0.6325625763934422,0.9471933204791576
62,-0.2746676190594486,0.18477437470720126
