,Unnamed: 0,x,y,detected
0,0,-0.2025458579025849,0.3769032900218918,True
1,1,-0.7668113960066807,-0.1829227364871624,True
2,2,-0.8325722193719711,-0.1118305864361908,True
3,3,-0.8554043086866732,0.227117075952294,True
4,4,-0.9554155380491032,-0.5673488584397253,False
5,5,-0.227852544873738,0.7050410029671881,True
6,6,0.1563088364266587,0.654451376816813,True
7,7,0.2854670764225107,-0.1903673952300411,True
8,8,0.5955086032911079,0.4172160224624157,True
9,9,-0.9577353944409012,-0.7969394242474233,False
10,10,0.8552503995794343,-0.2466495083120334,True
11,11,-0.8588351721884,-0.934241117546346,False
12,12,0.2633891760941875,-0.0694283896503566,True
13,13,-0.8944050291359451,-0.3279846154207306,True
14,14,0.7279708327870855,-0.4934191955933085,True
15,15,-0.4950550774857836,-0.2106193830664922,True
16,16,-0.9464782647059188,-0.474556128096286,False
17,17,-0.4098842728013552,0.6260079472554172,True
18,18,-0.930689286271606,-0.1737575806262858,True
19,19,-0.1796364655189255,0.0616076492304016,True
20,20,-0.6783004451293377,-0.4000293467716029,True
21,21,0.9218715481891956,0.4599736770717182,False
22,22,-0.8608044405362885,0.6338641396109679,False
23,23,-0.7230228286307803,-0.1089367982201845,True
24,24,-0.0145879624221996,-0.3688015311686217,True
25,25,0.1865404358786084,-0.94781340847886,True
26,26,-0.4591435778925332,0.6316834258621826,True
27,27,0.1163261065412253,-0.3326740429383492,True
28,28,0.3472713832154699,0.1000315561723577,True
29,29,0.0868756373673436,0.1186392185375868,True
30,30,0.2045534739663028,0.4009033555378682,True
31,31,-0.6411932171282153,-0.5095624113106616,True
32,32,-0.3490830833190148,0.8985844237448657,True
33,33,0.6308830634971838,0.0048021941456604,True
34,34,-0.3885720935577825,-0.8670967765251023,True
35,35,0.1584823894346507,0.1608791227439376,True
36,36,0.4010130559947302,0.1653346778606983,True
37,37,0.2681185023368992,-0.0136903374761696,True
38,38,-0.2990661212863035,0.2786794934833188,True
39,39,0.7206200708900203,0.0609373248688343,True
40,40,-0.7009364928483435,0.1548197149711161,True
41,41,-0.1648220311078636,0.3143705269684769,True
42,42,-0.6385755419544692,-0.6808126658235203,True
43,43,0.7871358881799313,-0.2425359413661483,True
44,44,-0.6165299649134999,0.0140292321345141,True
45,45,-0.8207062647330439,-0.2688456223420454,True
46,46,-0.403193892420592,-0.6369748340847936,True
47,47,-0.8182304320137266,-0.2602149132565314,True
48,48,0.9387757577895216,-0.6806355269322109,False
49,49,-0.930954477848402,0.6876065335756196,False
50,50,-0.4353749223106453,-0.7411205733413031,True
51,51,-0.3240854742487904,-0.8090164905272628,True
52,52,0.0253789634527192,0.2635477749182251,True
53,53,0.0794891732507068,0.6319890243168778,True
54,54,-0.5325340872609075,0.8863074519179963,False
55,55,-0.742469319265137,-0.2091648086340787,True
56,56,0.5886024043796738,0.5556554019646989,True
57,57,-0.0399400561209486,0.8714544444816934,True
58,58,-0.0130052945220064,-0.4075641446664679,True
59,59,0.8790307186117214,0.6597135534801228,False
60,60,-0.1742121971081593,0.2053189418934278,True
61,61,-0.6325625763934422,0.9471933204791576,False
62,62,-0.2746676190594486,0.1847743747072012,True
63,63,-0.6013012012440822,0.8560323282996172,False
64,64,0.5374218866859197,0.2180052008518753,True
65,65,0.4833346833658527,-0.3004361877660517,True
66,66,-0.212952823245234,-0.9975412183736329,False
67,67,0.217088469226806,0.976550526061396,False
68,68,-0.592800147226181,0.0754901214157117,True
69,69,0.7700870188416133,0.8425041813721972,False
70,70,0.346208570878634,-0.5497623381258341,True
71,71,0.1741045656756126,-0.991899384284622,False
72,72,-0.0778354620807373,0.7169123778412592,True
73,73,0.8897210200591386,-0.2555135844679692,True
74,74,0.4003848669746208,0.226058410629667,True
75,75,-0.4614679914062345,0.7074032457157573,True
76,76,0.2354608663239095,0.8215268989701634,True
77,77,-0.5217963151193261,0.7415461002889343,True
